experiment_id,planner,phase,grid_width,grid_height,density,update_mode,map_id,seed,repetition,warmup,status,success,path_cost,expanded_nodes,elapsed_us,free_heap_before,free_heap_after,since_boot_minimum_free_heap_before,since_boot_minimum_free_heap_after,failed_alloc_bytes,failure_stage,failure_reason,update_x,update_y,psram_enabled,cpu_frequency_mhz,esp_idf_version,firmware_git_commit
esp32_20260808T132010Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i0,7820,0,0,OK,1,1452,995,830153,259428,166272,98088,98088,0,none,none,51,49,0,160,v5.2.2,unavailable
esp32_20260808T132010Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i0,7820,0,0,OK,1,1464,1691,609348,167300,144504,98088,98088,0,none,none,51,49,0,160,v5.2.2,unavailable
esp32_20260808T132010Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i0,7820,1,0,OK,1,1452,995,830195,259428,166272,98088,98088,0,none,none,51,49,0,160,v5.2.2,unavailable
esp32_20260808T132010Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i0,7820,1,0,OK,1,1464,1691,609337,167300,144504,98088,98088,0,none,none,51,49,0,160,v5.2.2,unavailable
esp32_20260808T132010Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i0,7820,2,0,OK,1,1452,995,830196,259428,166272,98088,98088,0,none,none,51,49,0,160,v5.2.2,unavailable
esp32_20260808T132010Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i0,7820,2,0,OK,1,1464,1691,609352,167300,144504,98088,98088,0,none,none,51,49,0,160,v5.2.2,unavailable
