planner,scenario,phase,attempted_count,completed_count,completion_rate,oom_count,other_failure_count,median_elapsed_us_completed_only,q1_elapsed_us_completed_only,q3_elapsed_us_completed_only,p95_elapsed_us_completed_only,median_expanded_nodes_completed_only,since_boot_minimum_free_heap,failure_stages,notes
DStarLite,dynamic_100x100_density20,initial,30,30,1.0,0,0,930186.5,823406.5,1225813.5,1261369.5499999998,1099.5,46480,,since_boot_minimum_free_heap is a global low-water mark
DStarLite,dynamic_100x100_density20,repair,30,30,1.0,0,0,544659.5,361137.75,571433.0,692161.4999999999,1657.5,46480,,since_boot_minimum_free_heap is a global low-water mark
