experiment_id,planner,phase,grid_width,grid_height,density,update_mode,map_id,seed,repetition,warmup,status,success,path_cost,expanded_nodes,elapsed_us,free_heap_before,free_heap_after,since_boot_minimum_free_heap_before,since_boot_minimum_free_heap_after,failed_alloc_bytes,failure_stage,failure_reason,update_x,update_y,psram_enabled,cpu_frequency_mhz,esp_idf_version,firmware_git_commit
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i4,7824,0,0,OK,1,1476,1432,16727,136112,135052,78520,78520,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i4,7824,1,0,OK,1,1476,1432,1222602,259428,135084,78520,78520,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i4,7824,1,0,OK,1,1476,1432,16743,136112,135052,78520,78520,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i4,7824,2,0,OK,1,1476,1432,1222604,259428,135084,78520,78520,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i4,7824,2,0,OK,1,1476,1432,16726,136112,135052,78520,78520,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i5,7825,0,0,OK,1,1446,848,714507,259428,174816,78520,78520,0,none,none,49,52,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i5,7825,0,0,OK,1,1452,1451,545079,175844,160872,78520,78520,0,none,none,49,52,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i5,7825,1,0,OK,1,1446,848,714554,259428,174816,78520,78520,0,none,none,49,52,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i5,7825,1,0,OK,1,1452,1451,545071,175844,160872,78520,78520,0,none,none,49,52,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i5,7825,2,0,OK,1,1446,848,786297,259428,174816,78520,78520,0,none,none,49,52,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i5,7825,2,0,OK,1,1452,1451,545071,175844,160872,78520,78520,0,none,none,49,52,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i6,7826,0,0,OK,1,1470,1199,988498,259428,151280,46480,46480,0,none,none,48,55,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i6,7826,0,0,OK,1,1482,1813,600233,152308,125760,46480,46480,0,none,none,48,55,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i6,7826,1,0,OK,1,1470,1199,988558,259428,151280,46480,46480,0,none,none,48,55,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i6,7826,1,0,OK,1,1482,1813,551436,152308,125760,46480,46480,0,none,none,48,55,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i6,7826,2,0,OK,1,1470,1199,988542,259428,151280,46480,46480,0,none,none,48,55,0,160,v5.2.2,unavailable
esp32_20260808T131336Z_DStarLite_dynamic_100x100_density20_i0,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i6,7826,2,0,OK,1,1482,1813,551434,152308,125760,46480,46480,0,none,none,48,55,0,160,v5.2.2,unavailable
