planner,scenario,phase,attempted_count,completed_count,completion_rate,oom_count,other_failure_count,median_elapsed_us_completed_only,q1_elapsed_us_completed_only,q3_elapsed_us_completed_only,p95_elapsed_us_completed_only,median_expanded_nodes_completed_only,since_boot_minimum_free_heap,failure_stages,notes
DStarLite,dynamic_100x100_density20,initial,3,3,1.0,0,0,1222596.0,1222575.5,1222597.5,1222598.7,1432.0,81420,,since_boot_minimum_free_heap is a global low-water mark
DStarLite,dynamic_100x100_density20,repair,3,3,1.0,0,0,16727.0,16725.0,16727.5,16727.9,1432.0,81420,,since_boot_minimum_free_heap is a global low-water mark
