experiment_id,planner,phase,grid_width,grid_height,density,update_mode,map_id,seed,repetition,warmup,status,success,path_cost,expanded_nodes,elapsed_us,free_heap_before,free_heap_after,since_boot_minimum_free_heap_before,since_boot_minimum_free_heap_after,failed_alloc_bytes,failure_stage,failure_reason,update_x,update_y,psram_enabled,cpu_frequency_mhz,esp_idf_version,firmware_git_commit
esp32_20260808T132031Z_DStarLite_dynamic_100x100_density20_i1,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i1,7821,0,0,OK,1,1464,1410,1175216,259428,137320,96672,96672,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T132031Z_DStarLite_dynamic_100x100_density20_i1,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i1,7821,0,0,OK,1,1464,1816,361122,138348,129100,96672,96672,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T132031Z_DStarLite_dynamic_100x100_density20_i1,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i1,7821,1,0,OK,1,1464,1410,1175278,259428,137320,96672,96672,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T132031Z_DStarLite_dynamic_100x100_density20_i1,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i1,7821,1,0,OK,1,1464,1816,361118,138348,129100,96672,96672,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T132031Z_DStarLite_dynamic_100x100_density20_i1,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i1,7821,2,0,OK,1,1464,1410,1175263,259428,137320,96672,96672,0,none,none,47,51,0,160,v5.2.2,unavailable
esp32_20260808T132031Z_DStarLite_dynamic_100x100_density20_i1,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i1,7821,2,0,OK,1,1464,1816,361116,138348,129100,96672,96672,0,none,none,47,51,0,160,v5.2.2,unavailable
