planner,scenario,phase,attempted_count,completed_count,completion_rate,oom_count,other_failure_count,median_elapsed_us_completed_only,q1_elapsed_us_completed_only,q3_elapsed_us_completed_only,p95_elapsed_us_completed_only,median_expanded_nodes_completed_only,since_boot_minimum_free_heap,failure_stages,notes
DStarLite,dynamic_100x100_density20,initial,3,3,1.0,0,0,1225819.0,1225814.5,1225832.0,1225842.4,1461.0,67984,,since_boot_minimum_free_heap is a global low-water mark
DStarLite,dynamic_100x100_density20,repair,3,3,1.0,0,0,544217.0,544214.0,544219.0,544220.6,2064.0,67984,,since_boot_minimum_free_heap is a global low-water mark
