run_id,planner,scenario,start_time,end_time,firmware_commit,device,timeout,completion_marker_seen,reset_method
esp32_20260808T132217Z,DStarLite,dynamic_100x100_density20,2026-08-08T05:22:17.096526+00:00,2026-08-08T05:22:38.996677+00:00,unavailable,/dev/ttyACM0,120,1,flash
