run_id,planner,scenario,start_time,end_time,firmware_commit,device,timeout,completion_marker_seen,reset_method
esp32_20260808T131138Z,AStar,initial_50x50_density10,2026-08-08T05:11:38.697549+00:00,2026-08-08T05:11:52.440146+00:00,unavailable,/dev/ttyACM0,90,1,flash
