experiment_id,planner,phase,grid_width,grid_height,density,update_mode,map_id,seed,repetition,warmup,status,success,path_cost,expanded_nodes,elapsed_us,free_heap_before,free_heap_after,since_boot_minimum_free_heap_before,since_boot_minimum_free_heap_after,failed_alloc_bytes,failure_stage,failure_reason,update_x,update_y,psram_enabled,cpu_frequency_mhz,esp_idf_version,firmware_git_commit
esp32_20260808T132301Z_DStarLite_dynamic_100x100_density20_i8,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i8,7828,0,0,OK,1,1446,972,821096,259428,165500,108500,108500,0,none,none,48,52,0,160,v5.2.2,unavailable
esp32_20260808T132301Z_DStarLite_dynamic_100x100_density20_i8,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i8,7828,0,0,OK,1,1452,1624,571417,166528,148736,108500,108500,0,none,none,48,52,0,160,v5.2.2,unavailable
esp32_20260808T132301Z_DStarLite_dynamic_100x100_density20_i8,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i8,7828,1,0,OK,1,1446,972,821169,259428,165500,108500,108500,0,none,none,48,52,0,160,v5.2.2,unavailable
esp32_20260808T132301Z_DStarLite_dynamic_100x100_density20_i8,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i8,7828,1,0,OK,1,1452,1624,571411,166528,148736,108500,108500,0,none,none,48,52,0,160,v5.2.2,unavailable
esp32_20260808T132301Z_DStarLite_dynamic_100x100_density20_i8,DStarLite,initial,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i8,7828,2,0,OK,1,1446,972,821169,259428,165500,108500,108500,0,none,none,48,52,0,160,v5.2.2,unavailable
esp32_20260808T132301Z_DStarLite_dynamic_100x100_density20_i8,DStarLite,repair,100,100,20,path_blocking,esp32_dynamic_100x100_density20_i8,7828,2,0,OK,1,1452,1624,571424,166528,148736,108500,108500,0,none,none,48,52,0,160,v5.2.2,unavailable
